id,transaction_id,category_id,category_name,item_id,item_name
1835,572,3,Produce,11,Apple
1836,572,1,Dairy,1,Milk
1837,572,4,Pet Food,18,Wet Cat Food
1838,572,4,Pet Food,18,Wet Cat Food
1839,572,1,Dairy,3,Butter
1840,572,2,Bakery,5,White Bread
1841,572,3,Produce,12,Organge
1842,572,3,Produce,11,Apple
1843,572,4,Pet Food,19,Dry Dog Food
1844,573,2,Bakery,10,Apple Pie
1845,573,3,Produce,12,Organge
1846,574,4,Pet Food,19,Dry Dog Food
1847,574,2,Bakery,9,Chocolate Cake
1848,574,4,Pet Food,18,Wet Cat Food
1849,574,1,Dairy,2,Cheese
1850,574,2,Bakery,6,Brown Bread
1851,574,2,Bakery,5,White Bread
1852,575,3,Produce,13,Pear
1853,576,3,Produce,14,Bannana
1854,576,3,Produce,11,Apple
1855,577,2,Bakery,9,Chocolate Cake
1856,578,3,Produce,14,Bannana
1857,579,3,Produce,13,Pear
1858,580,2,Bakery,6,Brown Bread
1859,580,2,Bakery,6,Brown Bread
1860,581,3,Produce,12,Organge
1861,581,1,Dairy,4,Cream
1862,582,3,Produce,14,Bannana
1863,583,3,Produce,14,Bannana
1864,583,2,Bakery,9,Chocolate Cake
1865,583,4,Pet Food,20,Wet Dog Food
1866,583,1,Dairy,4,Cream
1867,583,4,Pet Food,17,Dry Cat Food
1868,583,3,Produce,16,Strawberries
1869,584,2,Bakery,9,Chocolate Cake
1870,585,3,Produce,14,Bannana
1871,585,2,Bakery,9,Chocolate Cake
1872,585,1,Dairy,1,Milk
1873,586,3,Produce,13,Pear
1874,587,2,Bakery,6,Brown Bread
1875,588,3,Produce,11,Apple
1876,588,4,Pet Food,17,Dry Cat Food
1877,589,1,Dairy,1,Milk
1878,590,4,Pet Food,19,Dry Dog Food
1879,590,4,Pet Food,20,Wet Dog Food
1880,590,1,Dairy,1,Milk
1881,590,2,Bakery,10,Apple Pie
1882,591,2,Bakery,6,Brown Bread
1883,591,2,Bakery,8,White Rolls
1884,592,2,Bakery,7,Wraps
1885,593,1,Dairy,1,Milk
1886,593,2,Bakery,9,Chocolate Cake
1887,594,2,Bakery,9,Chocolate Cake
1888,594,3,Produce,11,Apple
1889,594,3,Produce,13,Pear
1890,595,3,Produce,15,Grapes
1891,595,3,Produce,16,Strawberries
1892,596,1,Dairy,3,Butter
1893,596,2,Bakery,7,Wraps
1894,597,2,Bakery,10,Apple Pie
1895,597,1,Dairy,4,Cream
1896,598,3,Produce,16,Strawberries
1897,598,4,Pet Food,18,Wet Cat Food
1898,598,2,Bakery,10,Apple Pie
1899,598,1,Dairy,4,Cream
1900,599,2,Bakery,5,White Bread
1901,599,4,Pet Food,20,Wet Dog Food
1902,600,4,Pet Food,17,Dry Cat Food
1903,601,3,Produce,11,Apple
1904,601,1,Dairy,1,Milk
1905,602,1,Dairy,3,Butter
1906,602,3,Produce,16,Strawberries
1907,603,4,Pet Food,19,Dry Dog Food
1908,603,3,Produce,13,Pear
1909,603,3,Produce,13,Pear
1910,603,1,Dairy,1,Milk
1911,603,3,Produce,15,Grapes
1912,603,2,Bakery,8,White Rolls
1913,603,2,Bakery,9,Chocolate Cake
1914,603,1,Dairy,4,Cream
1915,603,2,Bakery,10,Apple Pie
1916,603,3,Produce,15,Grapes
1917,603,2,Bakery,5,White Bread
1918,604,4,Pet Food,19,Dry Dog Food
1919,604,1,Dairy,3,Butter
1920,604,3,Produce,14,Bannana
1921,604,4,Pet Food,20,Wet Dog Food
1922,605,2,Bakery,5,White Bread
1923,606,4,Pet Food,17,Dry Cat Food
1924,607,1,Dairy,2,Cheese
1925,607,4,Pet Food,20,Wet Dog Food
1926,607,1,Dairy,4,Cream
1927,607,3,Produce,16,Strawberries
1928,608,1,Dairy,4,Cream
1929,609,2,Bakery,5,White Bread
1930,610,4,Pet Food,20,Wet Dog Food
1931,610,1,Dairy,4,Cream
1932,610,3,Produce,16,Strawberries
1933,610,3,Produce,11,Apple
1934,611,3,Produce,14,Bannana
1935,612,4,Pet Food,20,Wet Dog Food
1936,613,3,Produce,14,Bannana
1937,613,3,Produce,12,Organge
1938,613,3,Produce,16,Strawberries
1939,613,3,Produce,11,Apple
1940,614,1,Dairy,3,Butter
1941,615,3,Produce,13,Pear
1942,615,3,Produce,15,Grapes
1943,616,1,Dairy,3,Butter
1944,616,1,Dairy,3,Butter
1945,617,4,Pet Food,18,Wet Cat Food
1946,617,4,Pet Food,20,Wet Dog Food
1947,618,4,Pet Food,17,Dry Cat Food
1948,618,3,Produce,11,Apple
1949,618,1,Dairy,4,Cream
1950,619,2,Bakery,6,Brown Bread
1951,619,4,Pet Food,20,Wet Dog Food
1952,619,1,Dairy,3,Butter
1953,619,3,Produce,12,Organge
1954,620,1,Dairy,1,Milk
1955,620,1,Dairy,3,Butter
1956,621,4,Pet Food,17,Dry Cat Food
1957,622,2,Bakery,7,Wraps
1958,623,2,Bakery,5,White Bread
1959,623,4,Pet Food,18,Wet Cat Food
1960,623,2,Bakery,5,White Bread
1961,623,3,Produce,13,Pear
1962,623,2,Bakery,7,Wraps
1963,624,3,Produce,14,Bannana
1964,625,4,Pet Food,17,Dry Cat Food
1965,626,2,Bakery,6,Brown Bread
1966,626,3,Produce,11,Apple
1967,626,4,Pet Food,18,Wet Cat Food
1968,627,4,Pet Food,19,Dry Dog Food
1969,627,3,Produce,14,Bannana
1970,627,2,Bakery,5,White Bread
1971,628,4,Pet Food,19,Dry Dog Food
1972,628,1,Dairy,3,Butter
1973,628,3,Produce,14,Bannana
1974,628,1,Dairy,4,Cream
1975,628,1,Dairy,3,Butter
1976,628,3,Produce,12,Organge
1977,629,2,Bakery,5,White Bread
1978,629,3,Produce,16,Strawberries
1979,629,4,Pet Food,19,Dry Dog Food
1980,629,2,Bakery,8,White Rolls
1981,629,2,Bakery,9,Chocolate Cake
1982,629,4,Pet Food,17,Dry Cat Food
1983,630,3,Produce,11,Apple
1984,630,2,Bakery,5,White Bread
1985,630,3,Produce,16,Strawberries
1986,631,4,Pet Food,20,Wet Dog Food
1987,631,3,Produce,14,Bannana
1988,632,2,Bakery,5,White Bread
1989,632,2,Bakery,6,Brown Bread
1990,632,4,Pet Food,20,Wet Dog Food
1991,632,4,Pet Food,20,Wet Dog Food
1992,632,3,Produce,14,Bannana
1993,632,2,Bakery,5,White Bread
1994,633,4,Pet Food,18,Wet Cat Food
1995,634,2,Bakery,8,White Rolls
1996,634,4,Pet Food,17,Dry Cat Food
1997,635,1,Dairy,1,Milk
1998,635,1,Dairy,3,Butter
1999,636,3,Produce,13,Pear
2000,636,3,Produce,15,Grapes
2001,636,4,Pet Food,17,Dry Cat Food
2002,636,1,Dairy,1,Milk
2003,636,1,Dairy,4,Cream
2004,636,1,Dairy,3,Butter
2005,636,4,Pet Food,18,Wet Cat Food
2006,636,3,Produce,14,Bannana
2007,637,2,Bakery,7,Wraps
2008,637,2,Bakery,6,Brown Bread
2009,637,1,Dairy,4,Cream
2010,637,1,Dairy,2,Cheese
2011,637,1,Dairy,3,Butter
2012,637,2,Bakery,6,Brown Bread
2013,637,2,Bakery,10,Apple Pie
2014,638,1,Dairy,4,Cream
2015,638,2,Bakery,8,White Rolls
2016,638,1,Dairy,4,Cream
2017,638,3,Produce,14,Bannana
2018,638,2,Bakery,7,Wraps
2019,639,3,Produce,16,Strawberries
2020,639,4,Pet Food,18,Wet Cat Food
2021,640,4,Pet Food,19,Dry Dog Food
2022,640,1,Dairy,1,Milk
2023,640,4,Pet Food,17,Dry Cat Food
2024,640,3,Produce,12,Organge
2025,640,4,Pet Food,19,Dry Dog Food
2026,641,2,Bakery,6,Brown Bread
2027,641,4,Pet Food,20,Wet Dog Food
2028,642,3,Produce,12,Organge
2029,642,1,Dairy,3,Butter
2030,642,1,Dairy,1,Milk
2031,643,4,Pet Food,18,Wet Cat Food
2032,644,3,Produce,12,Organge
2033,644,4,Pet Food,19,Dry Dog Food
2034,644,4,Pet Food,19,Dry Dog Food
2035,645,2,Bakery,8,White Rolls
2036,645,2,Bakery,10,Apple Pie
2037,645,3,Produce,12,Organge
2038,646,1,Dairy,3,Butter
2039,646,1,Dairy,2,Cheese
2040,646,1,Dairy,1,Milk
2041,647,2,Bakery,6,Brown Bread
2042,647,2,Bakery,8,White Rolls
2043,648,1,Dairy,2,Cheese
2044,649,3,Produce,12,Organge
2045,650,3,Produce,11,Apple
2046,651,3,Produce,14,Bannana
2047,651,2,Bakery,7,Wraps
2048,652,3,Produce,12,Organge
2049,652,2,Bakery,9,Chocolate Cake
2050,652,3,Produce,14,Bannana
2051,653,1,Dairy,1,Milk
2052,653,4,Pet Food,20,Wet Dog Food
2053,653,3,Produce,15,Grapes
2054,653,1,Dairy,3,Butter
2055,654,2,Bakery,10,Apple Pie
2056,654,2,Bakery,8,White Rolls
2057,654,1,Dairy,4,Cream
2058,654,1,Dairy,4,Cream
2059,654,2,Bakery,9,Chocolate Cake
2060,655,3,Produce,12,Organge
2061,656,3,Produce,14,Bannana
2062,657,3,Produce,14,Bannana
2063,657,3,Produce,16,Strawberries
2064,657,4,Pet Food,20,Wet Dog Food
2065,658,3,Produce,16,Strawberries
2066,658,2,Bakery,7,Wraps
2067,658,3,Produce,13,Pear
2068,659,1,Dairy,2,Cheese
2069,660,2,Bakery,8,White Rolls
2070,661,1,Dairy,1,Milk
2071,661,2,Bakery,9,Chocolate Cake
2072,661,4,Pet Food,19,Dry Dog Food
2073,662,3,Produce,14,Bannana
2074,662,3,Produce,14,Bannana
2075,662,1,Dairy,1,Milk
2076,662,3,Produce,13,Pear
2077,662,3,Produce,11,Apple
2078,662,2,Bakery,5,White Bread
2079,662,4,Pet Food,18,Wet Cat Food
2080,662,4,Pet Food,20,Wet Dog Food
2081,663,4,Pet Food,20,Wet Dog Food
2082,664,1,Dairy,2,Cheese
2083,665,3,Produce,15,Grapes
2084,665,4,Pet Food,18,Wet Cat Food
2085,665,3,Produce,11,Apple
2086,666,3,Produce,14,Bannana
2087,666,1,Dairy,1,Milk
2088,666,3,Produce,11,Apple
2089,667,4,Pet Food,18,Wet Cat Food
2090,668,4,Pet Food,19,Dry Dog Food
2091,668,2,Bakery,5,White Bread
2092,668,3,Produce,15,Grapes
2093,668,2,Bakery,6,Brown Bread
2094,669,2,Bakery,7,Wraps
2095,670,3,Produce,16,Strawberries
2096,671,3,Produce,13,Pear
2097,672,3,Produce,13,Pear
2098,673,3,Produce,11,Apple
2099,674,3,Produce,14,Bannana
2100,674,1,Dairy,1,Milk
2101,674,2,Bakery,6,Brown Bread
2102,674,2,Bakery,8,White Rolls
2103,675,4,Pet Food,18,Wet Cat Food
2104,675,3,Produce,14,Bannana
2105,675,3,Produce,11,Apple
2106,676,1,Dairy,2,Cheese
2107,676,1,Dairy,2,Cheese
2108,676,3,Produce,15,Grapes
2109,676,4,Pet Food,19,Dry Dog Food
2110,676,4,Pet Food,20,Wet Dog Food
2111,677,3,Produce,13,Pear
2112,677,3,Produce,16,Strawberries
2113,677,2,Bakery,9,Chocolate Cake
2114,678,3,Produce,16,Strawberries
2115,679,1,Dairy,1,Milk
2116,679,1,Dairy,1,Milk
2117,679,2,Bakery,7,Wraps
2118,680,4,Pet Food,19,Dry Dog Food
2119,680,2,Bakery,9,Chocolate Cake
2120,680,2,Bakery,7,Wraps
2121,680,4,Pet Food,19,Dry Dog Food
2122,680,3,Produce,16,Strawberries
2123,680,4,Pet Food,17,Dry Cat Food
2124,681,2,Bakery,5,White Bread
2125,682,2,Bakery,9,Chocolate Cake
2126,683,3,Produce,13,Pear
2127,683,1,Dairy,2,Cheese
2128,683,3,Produce,15,Grapes
2129,683,2,Bakery,9,Chocolate Cake
2130,684,2,Bakery,5,White Bread
2131,685,1,Dairy,3,Butter
2132,686,1,Dairy,3,Butter
2133,686,2,Bakery,5,White Bread
2134,687,4,Pet Food,20,Wet Dog Food
2135,687,2,Bakery,8,White Rolls
2136,688,3,Produce,15,Grapes
2137,689,2,Bakery,8,White Rolls
2138,690,2,Bakery,6,Brown Bread
2139,690,1,Dairy,2,Cheese
2140,690,1,Dairy,3,Butter
2141,691,3,Produce,15,Grapes
2142,691,3,Produce,12,Organge
2143,692,3,Produce,14,Bannana
2144,692,2,Bakery,5,White Bread
2145,693,2,Bakery,8,White Rolls
2146,694,2,Bakery,5,White Bread
2147,694,1,Dairy,2,Cheese
2148,694,1,Dairy,3,Butter
2149,695,2,Bakery,8,White Rolls
2150,695,4,Pet Food,19,Dry Dog Food
2151,695,4,Pet Food,17,Dry Cat Food
2152,696,2,Bakery,7,Wraps
2153,696,4,Pet Food,17,Dry Cat Food
2154,696,2,Bakery,9,Chocolate Cake
2155,696,3,Produce,14,Bannana
2156,696,2,Bakery,9,Chocolate Cake
2157,696,3,Produce,14,Bannana
2158,696,4,Pet Food,17,Dry Cat Food
2159,697,2,Bakery,7,Wraps
2160,697,1,Dairy,2,Cheese
2161,697,2,Bakery,6,Brown Bread
2162,697,4,Pet Food,17,Dry Cat Food
2163,697,2,Bakery,10,Apple Pie
2164,697,4,Pet Food,17,Dry Cat Food
2165,697,1,Dairy,3,Butter
2166,698,2,Bakery,8,White Rolls
2167,698,2,Bakery,5,White Bread
2168,698,3,Produce,14,Bannana
2169,698,1,Dairy,2,Cheese
2170,699,3,Produce,15,Grapes
2171,699,2,Bakery,8,White Rolls
2172,700,3,Produce,13,Pear
2173,700,1,Dairy,4,Cream
2174,700,1,Dairy,1,Milk
2175,700,4,Pet Food,18,Wet Cat Food
2176,700,1,Dairy,3,Butter
2177,700,4,Pet Food,19,Dry Dog Food
2178,701,4,Pet Food,20,Wet Dog Food
2179,702,3,Produce,12,Organge
2180,702,2,Bakery,10,Apple Pie
2181,703,2,Bakery,7,Wraps
2182,703,4,Pet Food,18,Wet Cat Food
2183,704,4,Pet Food,17,Dry Cat Food
2184,704,4,Pet Food,18,Wet Cat Food
2185,704,4,Pet Food,17,Dry Cat Food
2186,705,2,Bakery,8,White Rolls
2187,706,4,Pet Food,17,Dry Cat Food
2188,707,3,Produce,16,Strawberries
2189,707,3,Produce,11,Apple
2190,707,4,Pet Food,19,Dry Dog Food
2191,707,3,Produce,16,Strawberries
2192,708,2,Bakery,9,Chocolate Cake
2193,708,2,Bakery,10,Apple Pie
2194,709,2,Bakery,9,Chocolate Cake
2195,710,2,Bakery,7,Wraps
2196,710,1,Dairy,2,Cheese
2197,710,4,Pet Food,19,Dry Dog Food
2198,710,3,Produce,15,Grapes
2199,710,3,Produce,16,Strawberries
2200,710,3,Produce,14,Bannana
2201,710,3,Produce,15,Grapes
2202,710,3,Produce,12,Organge
2203,710,3,Produce,11,Apple
2204,710,3,Produce,16,Strawberries
2205,710,1,Dairy,4,Cream
2206,710,2,Bakery,5,White Bread
2207,710,2,Bakery,5,White Bread
2208,710,2,Bakery,6,Brown Bread
2209,710,3,Produce,11,Apple
2210,711,2,Bakery,5,White Bread
2211,712,4,Pet Food,18,Wet Cat Food
2212,712,4,Pet Food,17,Dry Cat Food
2213,712,1,Dairy,3,Butter
2214,712,2,Bakery,6,Brown Bread
2215,712,2,Bakery,8,White Rolls
2216,713,3,Produce,11,Apple
2217,713,3,Produce,14,Bannana
2218,713,4,Pet Food,20,Wet Dog Food
2219,713,4,Pet Food,17,Dry Cat Food
2220,713,1,Dairy,3,Butter
2221,713,1,Dairy,1,Milk
2222,713,4,Pet Food,20,Wet Dog Food
2223,713,4,Pet Food,19,Dry Dog Food
2224,713,4,Pet Food,18,Wet Cat Food
2225,714,1,Dairy,4,Cream
2226,714,3,Produce,13,Pear
2227,714,2,Bakery,6,Brown Bread
2228,715,2,Bakery,8,White Rolls
2229,715,4,Pet Food,18,Wet Cat Food
2230,716,1,Dairy,1,Milk
2231,716,1,Dairy,3,Butter
2232,716,3,Produce,14,Bannana
2233,717,3,Produce,16,Strawberries
2234,717,4,Pet Food,20,Wet Dog Food
2235,717,2,Bakery,9,Chocolate Cake
2236,718,2,Bakery,6,Brown Bread
2237,718,3,Produce,14,Bannana
2238,718,1,Dairy,1,Milk
2239,718,1,Dairy,2,Cheese
2240,718,4,Pet Food,18,Wet Cat Food
2241,719,1,Dairy,3,Butter
2242,719,2,Bakery,5,White Bread
2243,719,4,Pet Food,20,Wet Dog Food
2244,719,4,Pet Food,18,Wet Cat Food
2245,720,2,Bakery,6,Brown Bread
2246,721,3,Produce,12,Organge
2247,721,2,Bakery,9,Chocolate Cake
2248,721,2,Bakery,9,Chocolate Cake
2249,721,4,Pet Food,17,Dry Cat Food
2250,721,1,Dairy,1,Milk
2251,721,1,Dairy,2,Cheese
2252,721,3,Produce,12,Organge
2253,722,4,Pet Food,19,Dry Dog Food
2254,722,3,Produce,15,Grapes
2255,722,2,Bakery,10,Apple Pie
2256,723,4,Pet Food,17,Dry Cat Food
2257,723,1,Dairy,1,Milk
2258,723,3,Produce,13,Pear
2259,724,3,Produce,13,Pear
2260,724,4,Pet Food,20,Wet Dog Food
2261,724,4,Pet Food,17,Dry Cat Food
2262,724,3,Produce,13,Pear
2263,725,2,Bakery,8,White Rolls
2264,726,1,Dairy,2,Cheese
2265,726,4,Pet Food,18,Wet Cat Food
2266,726,4,Pet Food,18,Wet Cat Food
2267,727,2,Bakery,7,Wraps
2268,727,1,Dairy,2,Cheese
2269,728,3,Produce,11,Apple
2270,729,1,Dairy,2,Cheese
2271,729,3,Produce,12,Organge
2272,730,2,Bakery,5,White Bread
2273,730,4,Pet Food,19,Dry Dog Food
2274,731,3,Produce,15,Grapes
2275,731,2,Bakery,5,White Bread
2276,731,1,Dairy,3,Butter
2277,731,2,Bakery,9,Chocolate Cake
2278,731,1,Dairy,3,Butter
2279,732,4,Pet Food,18,Wet Cat Food
2280,732,2,Bakery,5,White Bread
2281,732,3,Produce,13,Pear
2282,732,2,Bakery,6,Brown Bread
2283,733,3,Produce,15,Grapes
2284,733,3,Produce,12,Organge
2285,734,3,Produce,13,Pear
2286,734,1,Dairy,2,Cheese
2287,735,2,Bakery,6,Brown Bread
2288,736,4,Pet Food,17,Dry Cat Food
2289,737,2,Bakery,6,Brown Bread
2290,737,1,Dairy,1,Milk
2291,737,1,Dairy,3,Butter
2292,738,2,Bakery,6,Brown Bread
2293,738,3,Produce,13,Pear
2294,738,3,Produce,16,Strawberries
2295,739,2,Bakery,7,Wraps
2296,739,3,Produce,14,Bannana
2297,740,4,Pet Food,20,Wet Dog Food
2298,740,3,Produce,15,Grapes
2299,740,2,Bakery,8,White Rolls
2300,741,3,Produce,14,Bannana
2301,741,1,Dairy,2,Cheese
2302,741,3,Produce,13,Pear
2303,741,1,Dairy,2,Cheese
2304,742,2,Bakery,9,Chocolate Cake
2305,742,3,Produce,12,Organge
2306,742,4,Pet Food,19,Dry Dog Food
2307,742,4,Pet Food,18,Wet Cat Food
2308,743,4,Pet Food,20,Wet Dog Food
2309,743,1,Dairy,2,Cheese
2310,744,2,Bakery,8,White Rolls
2311,744,4,Pet Food,20,Wet Dog Food
2312,745,3,Produce,16,Strawberries
2313,745,2,Bakery,9,Chocolate Cake
2314,746,2,Bakery,9,Chocolate Cake
2315,747,1,Dairy,1,Milk
2316,747,2,Bakery,6,Brown Bread
2317,747,4,Pet Food,17,Dry Cat Food
2318,747,3,Produce,12,Organge
2319,748,2,Bakery,6,Brown Bread
2320,748,2,Bakery,10,Apple Pie
2321,748,2,Bakery,5,White Bread
2322,749,2,Bakery,7,Wraps
2323,749,3,Produce,14,Bannana
2324,749,1,Dairy,2,Cheese
2325,750,2,Bakery,8,White Rolls
2326,751,2,Bakery,5,White Bread
2327,751,3,Produce,15,Grapes
2328,751,2,Bakery,6,Brown Bread
2329,751,2,Bakery,8,White Rolls
2330,751,1,Dairy,4,Cream
2331,751,2,Bakery,7,Wraps
2332,751,2,Bakery,6,Brown Bread
2333,752,3,Produce,13,Pear
2334,752,2,Bakery,8,White Rolls
2335,752,1,Dairy,4,Cream
2336,752,4,Pet Food,19,Dry Dog Food
2337,753,2,Bakery,9,Chocolate Cake
2338,753,4,Pet Food,19,Dry Dog Food
2339,753,2,Bakery,8,White Rolls
2340,753,3,Produce,12,Organge
2341,753,2,Bakery,8,White Rolls
2342,753,1,Dairy,3,Butter
2343,754,1,Dairy,2,Cheese
2344,755,2,Bakery,8,White Rolls
2345,755,4,Pet Food,19,Dry Dog Food
2346,755,2,Bakery,9,Chocolate Cake
2347,755,3,Produce,16,Strawberries
2348,755,3,Produce,12,Organge
2349,755,4,Pet Food,18,Wet Cat Food
2350,755,4,Pet Food,17,Dry Cat Food
2351,756,4,Pet Food,19,Dry Dog Food
2352,756,2,Bakery,5,White Bread
2353,756,4,Pet Food,19,Dry Dog Food
2354,756,4,Pet Food,18,Wet Cat Food
2355,757,2,Bakery,6,Brown Bread
2356,758,4,Pet Food,17,Dry Cat Food
2357,758,2,Bakery,8,White Rolls
2358,758,4,Pet Food,20,Wet Dog Food
2359,759,2,Bakery,8,White Rolls
2360,760,2,Bakery,9,Chocolate Cake
2361,760,3,Produce,16,Strawberries
2362,760,4,Pet Food,17,Dry Cat Food
2363,760,4,Pet Food,19,Dry Dog Food
2364,760,4,Pet Food,17,Dry Cat Food
2365,760,3,Produce,14,Bannana
2366,761,2,Bakery,5,White Bread
2367,761,2,Bakery,6,Brown Bread
2368,761,4,Pet Food,18,Wet Cat Food
2369,761,2,Bakery,7,Wraps
2370,761,2,Bakery,9,Chocolate Cake
2371,762,3,Produce,15,Grapes
2372,762,4,Pet Food,18,Wet Cat Food
2373,762,2,Bakery,7,Wraps
2374,763,2,Bakery,8,White Rolls
2375,763,4,Pet Food,19,Dry Dog Food
2376,763,2,Bakery,7,Wraps
2377,763,4,Pet Food,19,Dry Dog Food
2378,764,3,Produce,12,Organge
2379,764,4,Pet Food,20,Wet Dog Food
2380,764,4,Pet Food,19,Dry Dog Food
2381,764,4,Pet Food,20,Wet Dog Food
2382,764,1,Dairy,1,Milk
2383,765,4,Pet Food,19,Dry Dog Food
2384,765,2,Bakery,6,Brown Bread
2385,765,3,Produce,13,Pear
2386,765,3,Produce,11,Apple
2387,765,1,Dairy,4,Cream
2388,766,1,Dairy,1,Milk
2389,767,2,Bakery,9,Chocolate Cake
2390,767,3,Produce,16,Strawberries
2391,767,1,Dairy,3,Butter
2392,767,3,Produce,11,Apple
2393,767,1,Dairy,4,Cream
2394,767,3,Produce,12,Organge
2395,767,1,Dairy,1,Milk
2396,767,1,Dairy,1,Milk
2397,768,4,Pet Food,19,Dry Dog Food
2398,768,2,Bakery,6,Brown Bread
2399,768,3,Produce,12,Organge
2400,768,1,Dairy,2,Cheese
2401,768,3,Produce,11,Apple
2402,768,2,Bakery,9,Chocolate Cake
2403,769,2,Bakery,6,Brown Bread
2404,770,3,Produce,15,Grapes
2405,770,2,Bakery,7,Wraps
2406,770,1,Dairy,4,Cream
2407,770,1,Dairy,3,Butter
2408,771,3,Produce,13,Pear
2409,772,4,Pet Food,19,Dry Dog Food
2410,772,3,Produce,13,Pear
2411,772,1,Dairy,4,Cream
2412,773,4,Pet Food,19,Dry Dog Food
2413,774,2,Bakery,9,Chocolate Cake
2414,774,2,Bakery,7,Wraps
2415,775,1,Dairy,3,Butter
2416,775,1,Dairy,3,Butter
2417,775,3,Produce,11,Apple
2418,775,4,Pet Food,17,Dry Cat Food
2419,775,3,Produce,14,Bannana
2420,775,4,Pet Food,18,Wet Cat Food
2421,775,2,Bakery,10,Apple Pie
2422,775,4,Pet Food,17,Dry Cat Food
2423,775,3,Produce,11,Apple
2424,775,2,Bakery,5,White Bread
2425,775,2,Bakery,8,White Rolls
2426,775,1,Dairy,3,Butter
2427,775,2,Bakery,7,Wraps
2428,776,4,Pet Food,20,Wet Dog Food
2429,776,2,Bakery,10,Apple Pie
2430,777,1,Dairy,4,Cream
2431,777,4,Pet Food,17,Dry Cat Food
2432,777,3,Produce,14,Bannana
2433,778,3,Produce,13,Pear
2434,778,3,Produce,12,Organge
2435,778,1,Dairy,1,Milk
2436,779,2,Bakery,9,Chocolate Cake
2437,780,3,Produce,12,Organge
2438,781,3,Produce,15,Grapes
2439,782,3,Produce,16,Strawberries
2440,782,3,Produce,16,Strawberries
2441,782,3,Produce,12,Organge
2442,783,3,Produce,15,Grapes
2443,783,4,Pet Food,20,Wet Dog Food
2444,784,4,Pet Food,19,Dry Dog Food
2445,784,4,Pet Food,19,Dry Dog Food
2446,784,4,Pet Food,17,Dry Cat Food
2447,784,2,Bakery,5,White Bread
2448,784,2,Bakery,6,Brown Bread
2449,785,2,Bakery,5,White Bread
2450,785,2,Bakery,8,White Rolls
2451,785,3,Produce,15,Grapes
2452,786,4,Pet Food,17,Dry Cat Food
2453,786,3,Produce,13,Pear
2454,786,1,Dairy,3,Butter
2455,787,3,Produce,13,Pear
2456,787,3,Produce,12,Organge
2457,787,3,Produce,13,Pear
2458,787,4,Pet Food,18,Wet Cat Food
2459,787,2,Bakery,5,White Bread
2460,787,3,Produce,11,Apple
2461,787,4,Pet Food,19,Dry Dog Food
2462,787,1,Dairy,4,Cream
2463,787,1,Dairy,2,Cheese
2464,787,2,Bakery,8,White Rolls
2465,788,2,Bakery,10,Apple Pie
2466,789,3,Produce,11,Apple
2467,789,1,Dairy,1,Milk
2468,789,3,Produce,12,Organge
2469,789,4,Pet Food,20,Wet Dog Food
2470,790,3,Produce,14,Bannana
2471,791,2,Bakery,6,Brown Bread
2472,792,2,Bakery,9,Chocolate Cake
2473,792,3,Produce,12,Organge
2474,793,2,Bakery,10,Apple Pie
2475,793,3,Produce,14,Bannana
2476,793,2,Bakery,9,Chocolate Cake
2477,793,1,Dairy,4,Cream
2478,793,2,Bakery,6,Brown Bread
2479,794,4,Pet Food,19,Dry Dog Food
2480,794,2,Bakery,5,White Bread
2481,794,2,Bakery,6,Brown Bread
2482,794,1,Dairy,2,Cheese
2483,794,2,Bakery,8,White Rolls
2484,795,2,Bakery,6,Brown Bread
2485,795,3,Produce,14,Bannana
2486,795,2,Bakery,9,Chocolate Cake
2487,796,2,Bakery,6,Brown Bread
2488,796,3,Produce,15,Grapes
2489,796,1,Dairy,3,Butter
2490,796,4,Pet Food,18,Wet Cat Food
2491,797,3,Produce,15,Grapes
2492,797,2,Bakery,7,Wraps
2493,797,3,Produce,16,Strawberries
2494,797,2,Bakery,9,Chocolate Cake
2495,797,1,Dairy,4,Cream
2496,797,1,Dairy,2,Cheese
2497,797,1,Dairy,3,Butter
2498,797,1,Dairy,1,Milk
2499,798,4,Pet Food,20,Wet Dog Food
2500,798,2,Bakery,9,Chocolate Cake
2501,798,2,Bakery,5,White Bread
2502,799,3,Produce,14,Bannana
2503,800,2,Bakery,9,Chocolate Cake
2504,800,3,Produce,13,Pear
2505,800,2,Bakery,9,Chocolate Cake
2506,800,2,Bakery,6,Brown Bread
2507,801,1,Dairy,3,Butter
2508,801,2,Bakery,5,White Bread
2509,801,2,Bakery,7,Wraps
2510,802,2,Bakery,8,White Rolls
2511,802,3,Produce,13,Pear
2512,802,2,Bakery,5,White Bread
2513,802,2,Bakery,9,Chocolate Cake
2514,802,3,Produce,13,Pear
2515,802,4,Pet Food,17,Dry Cat Food
2516,803,3,Produce,12,Organge
2517,804,1,Dairy,2,Cheese
2518,804,3,Produce,12,Organge
2519,804,4,Pet Food,17,Dry Cat Food
2520,804,2,Bakery,5,White Bread
2521,804,3,Produce,15,Grapes
2522,804,3,Produce,12,Organge
2523,804,2,Bakery,6,Brown Bread
2524,805,3,Produce,14,Bannana
2525,805,4,Pet Food,18,Wet Cat Food
2526,806,2,Bakery,8,White Rolls
2527,806,1,Dairy,3,Butter
2528,806,4,Pet Food,17,Dry Cat Food
2529,806,2,Bakery,6,Brown Bread
2530,806,2,Bakery,9,Chocolate Cake
2531,806,3,Produce,15,Grapes
2532,807,2,Bakery,10,Apple Pie
